,id,title,overview,original_language,runtime,origin_country,budget,revenue,release_date,genres,production_companies,revenue_per_budget,yearmonthday,yearmonth,year
142,296096,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",en,110,US,20000000,207945075,2016-06-01,"Drama, Romance","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",10.39725375,20160601,201606,2016
143,267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",en,99,BG,60000000,205754447,2016-03-02,"Action, Thriller","Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",3.4292407833333334,20160302,201603,2016
143,267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",en,99,GB,60000000,205754447,2016-03-02,"Action, Thriller","Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",3.4292407833333334,20160302,201603,2016
143,267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",en,99,US,60000000,205754447,2016-03-02,"Action, Thriller","Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",3.4292407833333334,20160302,201603,2016
144,329865,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",en,116,US,47000000,203388186,2016-11-10,"Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",4.327408212765958,20161110,201611,2016
145,267935,The BFG,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",en,117,US,140000000,195243411,2016-06-01,"Adventure, Family, Fantasy","Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company",1.3945957928571429,20160601,201606,2016
146,381902,The Monkey King 2,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",zh,120,CN,68490000,193677158,2016-01-22,"Action, Adventure, Fantasy",Filmko Pictures,2.8278165863629727,20160122,201601,2016
146,381902,The Monkey King 2,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",zh,120,HK,68490000,193677158,2016-01-22,"Action, Adventure, Fantasy",Filmko Pictures,2.8278165863629727,20160122,201601,2016
147,372399,A Aa,"The love affair, conspired by creation, between Anasuya Ramalingam and Aanand Vihari.",te,152,IN,87933055,189432924,2016-06-02,"Family, Comedy, Romance, Drama",Haarika & Hassine Creations,2.154285712011257,20160602,201606,2016
148,332210,Storks,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",en,86,US,70000000,182379278,2016-09-22,"Adventure, Animation, Comedy, Family","RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures",2.605418257142857,20160922,201609,2016
149,376659,Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",en,100,US,20000000,183936074,2016-07-28,Comedy,"STXfilms, Huayi Brothers Pictures, BillBlock Media, Suzanne Todd Productions",9.1968037,20160728,201607,2016
150,181808,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",en,152,US,200000000,1332698830,2017-12-13,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,6.66349415,20171213,201712,2017
151,321612,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,en,129,US,160000000,1266115964,2017-03-16,"Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films",7.913224775,20170316,201703,2017
152,337339,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",en,136,US,250000000,1236000000,2017-04-12,"Action, Crime, Thriller","Original Film, One Race, Universal Pictures",4.944,20170412,201704,2017
153,324852,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,en,90,US,80000000,1034800131,2017-06-15,"Action, Animation, Comedy, Family, Adventure","Illumination, Universal Pictures",12.9350016375,20170615,201706,2017
154,353486,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",en,119,US,90000000,995339117,2017-12-09,"Adventure, Comedy, Fantasy, Action, Family","Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",11.059323522222222,20171209,201712,2017
155,315635,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",en,133,US,175000000,880166924,2017-07-05,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",5.02952528,20170705,201707,2017
156,452557,Wolf Warrior 2,"China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.",zh,124,CN,29700000,870322670,2017-07-27,"War, Action","Spring Era Film Company, Beijing Century Media Culture, Chao Feng Pictures, Orange Image, Beijing Culture, DF Pictures",29.303793602693602,20170727,201707,2017
157,283995,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,en,137,US,200000000,863756051,2017-04-19,"Science Fiction, Adventure, Action",Marvel Studios,4.318780255,20170419,201704,2017
158,284053,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",en,131,US,180000000,855301806,2017-10-02,"Action, Adventure, Science Fiction",Marvel Studios,4.7516767,20171002,201710,2017
159,297762,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,en,141,US,149000000,823970682,2017-05-30,"Action, Adventure, Fantasy","Atlas Entertainment, Cruel & Unusual Films, DC Films",5.530004577181208,20170530,201705,2017
160,354912,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",en,105,US,175000000,814641172,2017-10-27,"Family, Animation, Music, Adventure",Pixar,4.655092411428571,20171027,201710,2017
161,166426,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",en,129,US,230000000,795922298,2017-05-23,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",3.4605317304347825,20170523,201705,2017
162,346364,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",en,135,US,35000000,704242888,2017-09-06,"Horror, Thriller","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",20.121225371428572,20170906,201709,2017
163,141052,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",en,120,US,300000000,661326987,2017-11-15,"Action, Adventure, Science Fiction","RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",2.20442329,20171115,201711,2017
164,263115,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",en,137,US,97000000,619021436,2017-02-28,"Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",6.381664288659794,20170228,201702,2017
165,335988,Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",en,154,US,217000000,605425157,2017-06-16,"Action, Adventure, Science Fiction","Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro",2.78997768202765,20170616,201706,2017
166,293167,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",en,118,US,185000000,566652812,2017-03-08,"Action, Adventure, Fantasy","Legendary Pictures, Tencent Pictures",3.062988172972973,20170308,201703,2017
167,295693,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",en,97,US,125000000,527965936,2017-03-23,"Animation, Comedy, Family",DreamWorks Animation,4.223727488,20170323,201703,2017
168,374720,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",en,107,US,150000000,527000000,2017-07-19,"War, Action, Drama","Warner Bros. Pictures, Syncopy, Dombey Street Productions",3.513333333333333,20170719,201707,2017
169,281338,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",en,140,US,150000000,490719763,2017-07-11,"Drama, Science Fiction, War","20th Century Fox, TSG Entertainment, Chernin Entertainment",3.271465086666667,20170711,201707,2017
170,316029,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",en,105,US,84000000,459066134,2017-12-20,Drama,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",5.4650730238095235,20171220,201712,2017
171,343668,Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",en,141,GB,104000000,410902662,2017-09-20,"Action, Adventure, Comedy, Crime","20th Century Fox, Marv, Cloudy Productions, TSG Entertainment",3.9509871346153846,20170920,201709,2017
171,343668,Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",en,141,US,104000000,410902662,2017-09-20,"Action, Adventure, Comedy, Crime","20th Century Fox, Marv, Cloudy Productions, TSG Entertainment",3.9509871346153846,20170920,201709,2017
172,282035,The Mummy,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",en,110,US,125000000,409231607,2017-06-06,"Fantasy, Thriller, Action, Adventure, Horror","Secret Hideout, Universal Pictures, Conspiracy Factory, Sean Daniel Company",3.273852856,20170606,201706,2017
173,260514,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",en,102,US,175000000,383925276,2017-06-15,"Animation, Adventure, Comedy, Family",Pixar,2.19385872,20170615,201706,2017
174,341174,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",en,118,US,55000000,381545846,2017-02-08,"Drama, Romance","Universal Pictures, Michael De Luca Productions, dentsu, Fuji Television Network, Perfect World Pictures",6.9371972,20170208,201702,2017
175,392044,Murder on the Orient Express,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,en,114,US,55000000,352800000,2017-11-03,"Mystery, Drama, Crime","The Mark Gordon Company, Genre Films, 20th Century Fox, Scott Free Productions",6.414545454545454,20171103,201711,2017
176,47971,xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",en,107,US,85000000,346118277,2017-01-13,"Action, Adventure, Crime","Rox Productions, Revolution Studios, Maple Cage Productions, Huahua Media, Roth-Kirschenbaum Films, Shanghai Film Group, One Race, Paramount Pictures",4.071979729411765,20170113,201701,2017
177,479306,Never Say Die,"A boxer and a journalist accidentally exchange bodies after they are struck by current, embarking a series of adventures.",zh,100,CN,0,334530869,2017-09-30,"Comedy, Fantasy","Fun Age Pictures, New Classics Media",,20170930,201709,2017
178,406997,Wonder,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",en,113,US,20000000,315025930,2017-11-13,"Family, Drama","Lionsgate, Participant, Walden Media, Mandeville Films, TIK Films",15.7512965,20171113,201711,2017
179,324849,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",en,104,DK,80000000,311950384,2017-02-08,"Animation, Action, Comedy, Family","Lin Pictures, Animal Logic, DC Entertainment, Lord Miller, Warner Bros. Pictures, LEGO, Warner Animation Group, RatPac Entertainment",3.8993798,20170208,201702,2017
179,324849,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",en,104,US,80000000,311950384,2017-02-08,"Animation, Action, Comedy, Family","Lin Pictures, Animal Logic, DC Entertainment, Lord Miller, Warner Bros. Pictures, LEGO, Warner Animation Group, RatPac Entertainment",3.8993798,20170208,201702,2017
180,396422,Annabelle: Creation,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",en,110,US,15000000,306592201,2017-08-03,Horror,"Atomic Monster, New Line Cinema, The Safran Company, RatPac Entertainment",20.43948006666667,20170803,201708,2017
181,364689,Ferdinand,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",en,108,US,111000000,295038508,2017-12-09,"Animation, Family, Adventure, Comedy","Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox",2.6580045765765767,20171209,201712,2017
182,346648,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",en,104,GB,40000000,290132513,2017-11-09,"Adventure, Comedy, Family","StudioCanal, Heyday Films, Anton Capital Entertainment",7.253312825,20171109,201711,2017
183,350312,Bāhubali 2: The Conclusion,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",te,166,IN,31000000,280700000,2017-04-27,"Action, Adventure, Fantasy",Arka Media Works,9.05483870967742,20170427,201704,2017
184,381288,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",en,117,US,9000000,278454358,2017-01-19,"Horror, Thriller","Blinding Edge Pictures, Blumhouse Productions",30.93937311111111,20170119,201701,2017
185,335984,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",en,164,US,150000000,259239658,2017-10-04,"Science Fiction, Drama","Alcon Entertainment, Columbia Pictures, Scott Free Productions, Bud Yorkin Productions, Torridon Films, 16:14 Entertainment",1.7282643866666667,20171004,201710,2017
186,419430,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",en,104,US,4500000,255407969,2017-02-24,"Mystery, Thriller, Horror","Monkeypaw Productions, Blumhouse Productions, QC Entertainment",56.757326444444445,20170224,201702,2017
187,383785,Kung Fu Yoga,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",zh,107,CN,65000000,254212245,2017-01-27,"Comedy, Mystery, Family, Action, Adventure","Shinework Media, Taihe Entertainment, Top Entertainment, China Film Group Corporation, China Film International, Alkatraz Productions, India Film Services, Dexter Studios, Salon Films, Golden Network Asia, China Film Co-Production Corp., Ramman Production, Huaxia Film Distribution",3.9109576153846155,20170127,201701,2017
188,435800,Journey to the West: The Demons Strike Back,"Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team.",zh,109,CN,63900000,248805149,2017-01-28,"Adventure, Fantasy, Action","Star Overseas, China Film Group Corporation, Huayi Brothers Pictures, Hehe Pictures, Dadi Film Group, Lian Ray Pictures, Wanda Pictures",3.893664303599374,20170128,201701,2017
189,126889,Alien: Covenant,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",en,122,US,97000000,240891763,2017-05-09,"Horror, Science Fiction, Thriller","20th Century Fox, Brandywine Productions, Scott Free Productions",2.483420237113402,20170509,201705,2017
190,339403,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",en,113,GB,34000000,226945087,2017-06-28,"Action, Crime","Big Talk Studios, Working Title Films, MRC",6.6748555,20170628,201706,2017
191,339964,Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",en,137,FR,177200000,225973340,2017-07-19,"Adventure, Science Fiction, Action","Belga Films, River Road Entertainment, Grive Productions, EuropaCorp, UFA, Fundamental Films, Gulf Film, Novo Pictures, TF1 Films Production, Orange Studio, BNP Paribas Fortis",1.2752445823927765,20170719,201707,2017
191,339964,Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",en,137,US,177200000,225973340,2017-07-19,"Adventure, Science Fiction, Action","Belga Films, River Road Entertainment, Grive Productions, EuropaCorp, UFA, Fundamental Films, Gulf Film, Novo Pictures, TF1 Films Production, Orange Studio, BNP Paribas Fortis",1.2752445823927765,20170719,201707,2017
192,457251,Youth,"A group of performing art troupe members each face their own trials and tribulations in Chengdu; from escaping a family scandal to dealing with unrequited love, each experiences rejection that shapes their lives.",zh,136,CN,0,224160000,2017-12-15,"Drama, History, War","Huayi Brothers Pictures, Beijing Culture, iQIYI Pictures, August 1st Film Studio, Sparkle Roll Media",,20171215,201712,2017
193,274855,Geostorm,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",en,109,US,120000000,221600160,2017-10-12,"Action, Science Fiction, Thriller","Twisted Media, Skydance Media, RatPac Entertainment, Electric Entertainment, Warner Bros. Pictures, October Pictures",1.846668,20171012,201710,2017
194,378236,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",en,86,US,50000000,216909830,2017-07-23,"Animation, Family, Comedy","Columbia Pictures, Sony Pictures Animation, LStar Capital",4.3381966,20170723,201707,2017
195,381289,A Dog's Purpose,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,en,100,US,22000000,205000000,2017-01-19,"Adventure, Comedy, Fantasy, Family, Drama","Amblin Entertainment, Walden Media, Reliance Entertainment, Pariah",9.318181818181818,20170119,201701,2017
196,137116,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",en,89,US,60000000,197183546,2017-03-23,"Family, Comedy, Adventure, Animation","The Kerner Entertainment Company, Columbia Pictures, Sony Pictures Animation, LStar Capital, Wanda Pictures",3.2863924333333334,20170323,201703,2017
197,399055,The Shape of Water,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",en,123,MX,19500000,195300000,2017-12-01,"Drama, Fantasy, Romance","Double Dare You, Fox Searchlight Pictures, Bull Productions, TSG Entertainment",10.015384615384615,20171201,201712,2017
197,399055,The Shape of Water,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",en,123,US,19500000,195300000,2017-12-01,"Drama, Fantasy, Romance","Double Dare You, Fox Searchlight Pictures, Bull Productions, TSG Entertainment",10.015384615384615,20171201,201712,2017
198,353616,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",en,93,US,45000000,185400345,2017-12-20,"Comedy, Music","Gold Circle Films, Brownstone Productions",4.120007666666667,20171220,201712,2017
199,419680,Daddy's Home 2,Brad and Dusty must deal with their intrusive fathers during the holidays.,en,100,US,69000000,180613180,2017-11-09,Comedy,"Red Granite Pictures, Gary Sanchez Productions, Paramount Pictures",2.61758231884058,20171109,201711,2017
200,299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",en,149,US,300000000,2052415039,2018-04-25,"Adventure, Action, Science Fiction",Marvel Studios,6.841383463333333,20180425,201804,2018
201,284054,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",en,135,US,200000000,1349926083,2018-02-13,"Action, Adventure, Science Fiction",Marvel Studios,6.749630415,20180213,201802,2018
202,351286,Jurassic World: Fallen Kingdom,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",en,129,US,170000000,1310469037,2018-06-06,"Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures",7.708641394117647,20180606,201806,2018
203,260513,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",en,118,US,200000000,1243225667,2018-06-14,"Action, Adventure, Animation, Family",Pixar,6.216128335,20180614,201806,2018
204,297802,Aquaman,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",en,143,US,160000000,1152028393,2018-12-07,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Safran Company, DC Films",7.20017745625,20181207,201812,2018
205,424694,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",en,135,US,52000000,910813521,2018-10-24,"Music, Drama","20th Century Fox, Regency Enterprises, GK Films, TSG Entertainment",17.515644634615384,20181024,201810,2018
205,424694,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",en,135,GB,52000000,910813521,2018-10-24,"Music, Drama","20th Century Fox, Regency Enterprises, GK Films, TSG Entertainment",17.515644634615384,20181024,201810,2018
206,335983,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",en,112,US,116000000,856085151,2018-09-28,"Science Fiction, Action","Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures",7.380044405172414,20180928,201809,2018
207,353081,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",en,147,US,178000000,791658205,2018-07-25,"Action, Adventure","Paramount Pictures, Bad Robot, Skydance Media, TC Productions",4.447518005617978,20180725,201807,2018
