id,title,overview,original_language,runtime,origin_country,budget,revenue,release_date,genres,production_companies
91314,Transformers: Age of Extinction,"As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",en,165,['US'],210000000,1104054072,06-25-14,"Science Fiction, Action, Adventure","di Bonaventura Pictures, DeSanto/Murphy Productions, Ian Bryce Productions, Paramount Pictures, Hasbro"
122917,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",en,144,['US'],250000000,956019788,12-10-14,"Action, Adventure, Fantasy","New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films"
118340,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",en,121,['US'],170000000,772776600,07-30-14,"Action, Science Fiction, Adventure",Marvel Studios
102651,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",en,97,['US'],180000000,758539785,05-28-14,"Fantasy, Adventure, Action, Family, Romance","Walt Disney Pictures, Roth Films"
131631,The Hunger Games: Mockingjay - Part 1,"After surviving the Quarter Quell, Katniss finds herself in the hidden stronghold of District 13, where the rebellion against the Capitol is gaining momentum. Struggling with the weight of becoming the symbol of resistance, she must navigate fragile alliances while trying to protect those she loves. As propaganda battles rage and Panem moves closer to full-scale war, Katniss is forced to confront the true cost of revolution.",en,123,['US'],125000000,755356711,11-19-14,"Science Fiction, Adventure, Thriller","Lionsgate, Color Force"
127585,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,en,132,['US'],250000000,747862775,05-15-14,"Action, Adventure, Science Fiction","Bad Hat Harry Productions, The Donners' Company, 20th Century Fox, Marvel Entertainment, TSG Entertainment, Genre Films"
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,en,169,['US'],165000000,746606706,11-05-14,"Adventure, Drama, Science Fiction","Legendary Pictures, Syncopy, Lynda Obst Productions"
100402,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",en,136,['US'],170000000,714766572,03-20-14,"Action, Adventure, Science Fiction",Marvel Studios
119450,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",en,130,['US'],170000000,710644566,07-08-14,"Science Fiction, Action, Drama, Thriller","TSG Entertainment, Chernin Entertainment, Ingenious Media, 20th Century Fox"
102382,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",en,141,['US'],200000000,708962323,04-16-14,"Action, Adventure, Science Fiction","Columbia Pictures, Matt Tolmach Productions, Arad Productions, Marvel Entertainment"
177572,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",en,102,['US'],165000000,657870525,10-24-14,"Adventure, Family, Animation, Action, Comedy",Walt Disney Animation Studios
82702,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.",en,102,['US'],145000000,621537519,06-05-14,"Fantasy, Action, Adventure, Animation, Comedy, Family",DreamWorks Animation
190859,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",en,133,['US'],58800000,542300000,12-25-14,"War, Action","Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Mad Chance, 22nd & Indiana Pictures, Malpaso Productions"
124905,Godzilla,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",en,123,['US'],160000000,524978362,05-14-14,"Action, Drama, Science Fiction",Legendary Pictures
172385,Rio 2,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",en,101,['US'],103000000,498781117,03-19-14,"Animation, Adventure, Comedy, Family","Blue Sky Studios, 20th Century Fox Animation"
98566,Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",en,101,['US'],125000000,485004754,08-07-14,"Science Fiction, Action, Adventure, Comedy","Nickelodeon Movies, Paramount Pictures, Platinum Dunes, Mirage Studios, Gama Entertainment Partners, Mednick Productions, Heavy Metal"
137106,The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",en,100,['US'],60000000,470759687,02-06-14,"Animation, Family, Adventure, Comedy, Fantasy","Village Roadshow Pictures, RatPac Entertainment, LEGO, Lin Pictures, Vertigo Entertainment, Warner Animation Group, Animal Logic"
240832,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",en,89,['FR'],40000000,469058574,07-25-14,"Action, Science Fiction","EuropaCorp, Canal+, Ciné+, TF1 Films Production"
270946,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",en,92,['US'],132000000,373515621,11-22-14,"Family, Animation, Adventure, Comedy","DreamWorks Animation, Pacific Data Images"
210577,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",en,149,['US'],61000000,370890259,10-01-14,"Mystery, Thriller, Drama","20th Century Fox, Regency Enterprises"
137113,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",en,114,['US'],178000000,370541256,05-27-14,"Action, Science Fiction","RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures"
181533,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",en,98,['US'],127000000,363204635,12-17-14,"Adventure, Comedy, Fantasy, Family","Moving Picture Company, 21 Laps Entertainment, 1492 Pictures, TSG Entertainment, 20th Century Fox"
86834,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,en,138,['US'],125000000,362600000,03-07-14,"Drama, Adventure","Paramount Pictures, Regency Enterprises, Protozoa Pictures"
198663,The Maze Runner,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",en,113,['US'],34000000,348319861,09-10-14,"Action, Mystery, Science Fiction, Thriller","Ingenious Media, The Gotham Group, Dayday Films, Temple Hill Entertainment, TSG Entertainment, 20th Century Fox"
53182,300: Rise of an Empire,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",en,102,['US'],110000000,337580051,03-05-14,"Action, Drama, War","Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films"
187017,22 Jump Street,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",en,112,['US'],50000000,331333876,06-05-14,"Crime, Comedy, Action","Columbia Pictures, Original Film, MRC, Metro-Goldwyn-Mayer, Cannell Studios, JHF Productions, 33andOut Productions"
116149,Paddington,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",en,95,['GB'],55000000,326088587,11-24-14,"Comedy, Adventure, Family","StudioCanal, Anton Capital Entertainment, Heyday Films, TF1 Films Production, Dimension Films"
260346,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",en,109,['US'],48000000,325800000,12-16-14,"Thriller, Action","EuropaCorp, 20th Century Fox, M6 Films, TSG Entertainment, Meñakoz Films"
222935,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",en,126,['US'],14000000,307166834,05-16-14,"Romance, Drama","TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment"
157350,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",en,139,['US'],85000000,288885818,03-14-14,"Action, Adventure, Science Fiction","Summit Entertainment, Red Wagon Entertainment"
82703,Mr. Peabody & Sherman,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",en,92,['US'],145000000,272912430,02-07-14,"Animation, Adventure, Family","Pacific Data Images, DreamWorks Animation, Bullwinkle Studios"
195589,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,en,97,['US'],18000000,270665134,05-08-14,Comedy,"Good Universe, Universal Pictures, Point Grey Pictures"
147441,Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",en,150,"['GB', 'US']",140000000,268031828,12-03-14,"Adventure, Drama, Action","20th Century Fox, TSG Entertainment, Chernin Entertainment, Babieka Films, Volcano Films, Scott Free Productions"
250546,Annabelle,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,en,99,['US'],6500000,257589952,10-01-14,Horror,"Atomic Monster, New Line Cinema, The Safran Company, RatPac Entertainment"
184315,Hercules,"When a new enemy threatens the innocent, Hercules must lead his fearless team of warriors in a battle against overwhelming odds.",en,98,['US'],100000000,244819862,07-23-14,"Action, Adventure","Paramount Pictures, Radical Studios, Flynn Picture Company, Metro-Goldwyn-Mayer"
97020,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",en,118,['US'],120000000,242688965,01-30-14,"Science Fiction, Action, Crime","Metro-Goldwyn-Mayer, Columbia Pictures, Strike Entertainment"
205596,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",en,113,['US'],14000000,233555708,11-14-14,"History, Drama, Thriller, War","Bristol Automotive, Black Bear Pictures, FilmNation Entertainment"
225574,Non-Stop,"Bill Marks is a Federal Air Marshall for whom every day is the same until this one. On this plane ride, he starts receiving text messages from someone claiming to be on the flight and threatening to kill passengers. In a race against the clock, he must identify and stop the killer to save everyone on board.",en,107,['US'],50000000,222809600,02-26-14,"Action, Thriller, Mystery","Silver Pictures, StudioCanal, Anton Capital Entertainment, LOVEFiLM International"
49017,Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",en,92,['US'],70000000,217124280,10-01-14,"Horror, Action, Fantasy","Universal Pictures, Legendary Pictures, Michael De Luca Productions"
138103,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",en,126,['US'],95000000,214657577,08-07-14,"Action, Adventure, Thriller","Davis Films, Ex3 Productions, Fipex Holding, Lionsgate, Millennium Media, Nu Image Entertainment"
224141,Into the Woods,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",en,125,['US'],50000000,212902372,12-24-14,"Fantasy, Comedy","Walt Disney Pictures, Marc Platt Productions, Lucamar Productions"
228150,Fury,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",en,135,['US'],68000000,211817906,10-15-14,"War, Drama, Action","Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films"
136797,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",en,131,['US'],66000000,203277636,03-12-14,"Action, Crime, Drama, Thriller","DreamWorks Pictures, Reliance Entertainment, Bandito Brothers, Mark Sourian Productions, John Gatins Productions, Touchstone Pictures, Electronic Arts"
193610,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",en,109,['US'],40000000,196800000,04-16-14,"Comedy, Romance","LBI Productions, 20th Century Fox, TSG Entertainment"
156022,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",en,132,['US'],55000000,192330738,09-24-14,"Thriller, Action, Crime","Lonetree Entertainment, Columbia Pictures, Village Roadshow Pictures, Escape Artists, LStar Capital, Mace Neufeld Productions"
284298,Breakup Buddies,"Recently cuckolded and reeling from a messy divorce, a hapless former singer hits the road - and the bar - with his all-too-helpful best bud, in this hilarious romantic comedy.",zh,116,['CN'],0,189000000,09-26-14,"Comedy, Romance",Dirty Monkey Productions
119892,The Monkey King,"Sun Wukong is a monkey born from a heavenly stone who acquires supernatural powers. After rebelling against heaven and being imprisoned under a mountain for 500 years, he later accompanies the monk Xuanzang on a journey to India. Thus, according to legend, Buddhism is brought to ancient China.",zh,119,"['CN', 'HK']",82000000,182206924,01-09-14,"Action, Adventure, Family, Fantasy","Filmko Pictures, Mandarin Films, Beijing Wen Hua Dong Run Investment, China Film Group Corporation"
262391,Serial (Bad) Weddings,A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.,fr,94,['FR'],13000000,176404493,04-16-14,Comedy,UGC
120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",en,100,['US'],30000000,174600318,02-26-14,"Comedy, Drama","Fox Searchlight Pictures, Studio Babelsberg, Indian Paintbrush, TSG Entertainment, American Empirical Pictures"
100042,Dumb and Dumber To,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",en,110,['US'],40000000,169837010,11-12-14,Comedy,"New Line Cinema, Universal Pictures, Conundrum Entertainment, Red Granite Pictures"
140607,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",en,136,['US'],245000000,2068223624,12-15-15,"Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot"
135397,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",en,124,['US'],150000000,1671537444,06-06-15,"Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures, Legendary Pictures"
168259,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,en,139,['US'],190000000,1515400000,04-01-15,"Action, Crime, Thriller","Original Film, One Race, Universal Pictures"
99861,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",en,141,['US'],365000000,1405403694,04-22-15,"Action, Adventure, Science Fiction",Marvel Studios
211672,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",en,91,['US'],74000000,1159457503,06-17-15,"Family, Animation, Adventure, Comedy","Illumination, Universal Pictures"
206647,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",en,148,['GB'],245000000,880707597,10-26-15,"Action, Adventure, Thriller","Metro-Goldwyn-Mayer, Columbia Pictures, EON Productions, B24"
150540,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",en,95,['US'],175000000,857611174,06-17-15,"Animation, Family, Adventure, Drama, Comedy",Pixar
177677,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",en,131,['US'],150000000,682716636,07-28-15,"Action, Adventure","Paramount Pictures, Bad Robot, Odin, Skydance Media"
131634,The Hunger Games: Mockingjay - Part 2,"As the war between the Capitol and the districts reaches its peak, Katniss Everdeen embarks on a perilous mission to liberate Panem and confront President Snow. Joined by a team of trusted allies, she navigates deadly traps, shifting loyalties, and the heavy cost of rebellion, determined to bring freedom to her people and end the Hunger Games once and for all.",en,137,['US'],160000000,653428261,11-18-15,"Action, Adventure, Science Fiction","Lionsgate, Color Force, Studio Babelsberg"
286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",en,141,['US'],108000000,631058917,09-30-15,"Drama, Adventure, Science Fiction","Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions"
216015,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",en,125,['US'],40000000,569651467,02-11-15,"Drama, Romance, Thriller","Universal Pictures, Focus Features, Michael De Luca Productions, Trigger Street Productions"
150689,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",en,105,['US'],95000000,543514353,03-06-15,"Romance, Fantasy, Family, Drama","Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions"
281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",en,157,['US'],135000000,532950503,12-25-15,"Western, Drama, Adventure","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment"
102899,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",en,117,['US'],130000000,519311965,07-14-15,"Science Fiction, Action, Adventure",Marvel Studios
254128,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",en,114,['US'],110000000,473990832,05-27-15,"Action, Drama, Thriller","New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures"
159824,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",en,89,['US'],80000000,473200000,09-21-15,"Animation, Comedy, Family, Fantasy","Columbia Pictures, Sony Pictures Animation, MRC, Sony Pictures Releasing"
87101,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",en,126,['US'],155000000,440603537,06-23-15,"Science Fiction, Action, Thriller, Adventure","Paramount Pictures, Skydance Media"
207703,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,en,129,['GB'],81000000,414351546,01-24-15,"Crime, Comedy, Action, Adventure","20th Century Fox, Marv, Cloudy Productions, TSG Entertainment"
334298,Monster Hunt,Young monster kids try to make peace between the world of humans and the world of the monsters.,zh,118,"['HK', 'CN']",0,387053506,07-16-15,"Comedy, Fantasy, Adventure","Edko Films, BDI Films Inc., Heyi Pictures, San-Le Films"
76341,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",en,121,"['AU', 'US']",150000000,378858340,05-13-15,"Action, Adventure, Science Fiction","Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment"
228161,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",en,94,['US'],135000000,368871007,03-18-15,"Fantasy, Comedy, Animation, Science Fiction, Family",DreamWorks Animation
105864,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,en,93,['US'],175000000,332207671,11-14-15,"Adventure, Animation, Family",Pixar
294254,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",en,131,['US'],61000000,312296056,09-09-15,"Science Fiction, Action, Thriller, Adventure","Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox"
228165,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",en,93,['US'],74000000,311594032,01-28-15,"Family, Comedy, Adventure, Animation","Paramount Animation, Paramount Pictures, Nickelodeon Movies, United Plankton Pictures, Rough Draft Studios, Disruption Entertainment"
262500,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,en,119,"['CA', 'US']",110000000,297002527,03-18-15,"Action, Science Fiction, Thriller","Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate"
254470,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",en,115,['US'],29000000,287144079,05-07-15,"Comedy, Music","Brownstone Productions, Gold Circle Films, Universal Pictures"
