id,title,overview,original_language,runtime,origin_country,budget,revenue,release_date,genres,production_companies
372058,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",ja,106,['JP'],3331232,358000000,08-26-16,"Animation, Romance, Drama","CoMix Wave Films, TOHO, KADOKAWA, jeki, AMUSE, voque ting, Lawson Entertainment"
258489,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",en,109,['US'],180000000,356743061,06-29-16,"Fantasy, Action, Adventure","Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures"
153518,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",en,97,['US'],73000000,349779543,05-11-16,"Animation, Adventure, Comedy, Family","Columbia Pictures, Rovio Entertainment, Rovio Animation"
136799,Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",en,92,['US'],125000000,347337803,10-13-16,"Family, Animation, Fantasy, Adventure, Comedy, Music",DreamWorks Animation
188927,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",en,122,['US'],185000000,343471816,07-07-16,"Action, Adventure, Science Fiction","Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark"
291805,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",en,129,['US'],120000000,334897606,06-02-16,"Thriller, Crime","Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate"
311324,The Great Wall,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,en,103,['US'],150000000,331957105,12-16-16,"Action, Adventure, Fantasy","Universal Pictures, Atlas Entertainment, Le Vision Pictures, China Film Group Corporation, Legendary Pictures, Legendary East"
259693,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,en,134,['US'],40000000,322819915,06-08-16,Horror,"New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment"
173897,Resident Evil: The Final Chapter,"Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",en,107,['US'],40000000,312242626,12-23-16,"Action, Horror, Science Fiction","Screen Gems, Constantin Film, Impact Pictures, Davis Films"
360814,Dangal,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",hi,161,['IN'],10400000,311000000,12-21-16,"Drama, Family, Comedy","Aamir Khan Productions, UTV Motion Pictures, Disney World Cinema"
274870,Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",en,116,['US'],110000000,303144152,12-21-16,"Drama, Romance, Science Fiction","Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures"
241259,Alice Through the Looking Glass,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,en,113,"['US', 'GB']",170000000,299457024,05-25-16,"Adventure, Family, Fantasy","Legend3D, Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions"
283366,Miss Peregrine's Home for Peculiar Children,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,en,127,['US'],110000000,296482446,09-27-16,"Fantasy, Adventure, Drama, Family, Thriller","Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox"
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",en,112,['US'],135000000,245623848,06-01-16,"Action, Adventure, Comedy, Family, Science Fiction","5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners"
363676,Sully,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",en,96,['US'],60000000,240800000,09-07-16,"Drama, History","Warner Bros. Pictures, Malpaso Productions, RatPac Entertainment, Flashlight Films, The Kennedy/Marshall Company, Village Roadshow Pictures"
121856,Assassin's Creed,"Through a technology that unlocks the generic memories of his ancestor in 15th century Spain, Callum Lynch discovers he is a descendant of an ancient line of Assassins and amasses lethal skills to take on the oppressive Templar Order.",en,116,"['FR', 'US']",125000000,240700000,12-21-16,"Action, Adventure, Science Fiction","New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film"
381284,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",en,127,['US'],25000000,235957472,12-10-16,"Drama, History","Fox 2000 Pictures, Levantine Films, Chernin Entertainment"
43074,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",en,117,['US'],144000000,229147509,07-14-16,"Action, Fantasy, Comedy","Ghost Corps, Columbia Pictures, Village Roadshow Pictures, LStar Capital, Feigco Entertainment, Pascal Pictures, The Montecito Picture Company"
207932,Inferno,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",en,121,['US'],75000000,220021259,10-13-16,"Mystery, Thriller, Action","Columbia Pictures, Imagine Entertainment"
302699,Central Intelligence,"Calvin Joyner, a mild-mannered accountant whose high school glory days are long behind him, reconnects with an awkward pal from high school through Facebook. After meeting up, Calvin’s mundane life takes an unexpectedly thrilling turn when he's thrust into the world of international espionage.",en,107,['US'],50000000,216972543,06-15-16,"Action, Comedy","New Line Cinema, Bluegrass Films, RatPac Entertainment, Principato-Young Entertainment, Perfect World Pictures"
95610,Bridget Jones's Baby,"After breaking up with Mark Darcy five years earlier, Bridget Jones' happily-ever-after hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. Then her love life takes a turn - while a weekend away at a music festival, she meets a dashing American named Jack, who is everything Mark is not, and spends a night with him. A week later, she runs into newly-separated Mark, and has a one-night dalliance. In an unlikely twist, she finds herself pregnant, but with one hitch - she's not sure of the identity of her baby's father - Mark or Jack.",en,123,['GB'],35000000,211952420,09-14-16,"Drama, Comedy, Romance","StudioCanal, Working Title Films"
296096,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",en,110,['US'],20000000,207945075,06-01-16,"Drama, Romance","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer"
267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",en,99,"['BG', 'GB', 'US']",60000000,205754447,03-02-16,"Action, Thriller","Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios"
329865,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",en,116,['US'],47000000,203388186,11-10-16,"Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment"
267935,The BFG,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",en,117,['US'],140000000,195243411,06-01-16,"Adventure, Family, Fantasy","Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company"
381902,The Monkey King 2,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",zh,120,"['CN', 'HK']",68490000,193677158,01-22-16,"Action, Adventure, Fantasy",Filmko Pictures
372399,A Aa,"The love affair, conspired by creation, between Anasuya Ramalingam and Aanand Vihari.",te,152,['IN'],87933055,189432924,06-02-16,"Family, Comedy, Romance, Drama",Haarika & Hassine Creations
332210,Storks,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",en,86,['US'],70000000,182379278,09-22-16,"Adventure, Animation, Comedy, Family","RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures"
376659,Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",en,100,['US'],20000000,183936074,07-28-16,Comedy,"STXfilms, Huayi Brothers Pictures, BillBlock Media, Suzanne Todd Productions"
181808,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",en,152,['US'],200000000,1332698830,12-13-17,"Adventure, Action, Science Fiction",Lucasfilm Ltd.
321612,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,en,129,['US'],160000000,1266115964,03-16-17,"Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films"
337339,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",en,136,['US'],250000000,1236000000,04-12-17,"Action, Crime, Thriller","Original Film, One Race, Universal Pictures"
324852,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,en,90,['US'],80000000,1034800131,06-15-17,"Action, Animation, Comedy, Family, Adventure","Illumination, Universal Pictures"
353486,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",en,119,['US'],90000000,995339117,12-09-17,"Adventure, Comedy, Fantasy, Action, Family","Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures"
315635,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",en,133,['US'],175000000,880166924,07-05-17,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures"
452557,Wolf Warrior 2,"China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.",zh,124,['CN'],29700000,870322670,07-27-17,"War, Action","Spring Era Film Company, Beijing Century Media Culture, Chao Feng Pictures, Orange Image, Beijing Culture, DF Pictures"
283995,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,en,137,['US'],200000000,863756051,04-19-17,"Science Fiction, Adventure, Action",Marvel Studios
284053,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",en,131,['US'],180000000,855301806,10-02-17,"Action, Adventure, Science Fiction",Marvel Studios
297762,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,en,141,['US'],149000000,823970682,05-30-17,"Action, Adventure, Fantasy","Atlas Entertainment, Cruel & Unusual Films, DC Films"
354912,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",en,105,['US'],175000000,814641172,10-27-17,"Family, Animation, Music, Adventure",Pixar
166426,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",en,129,['US'],230000000,795922298,05-23-17,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil"
346364,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",en,135,['US'],35000000,704242888,09-06-17,"Horror, Thriller","New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions"
141052,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",en,120,['US'],300000000,661326987,11-15-17,"Action, Adventure, Science Fiction","RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films"
263115,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",en,137,['US'],97000000,619021436,02-28-17,"Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment"
335988,Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",en,154,['US'],217000000,605425157,06-16-17,"Action, Adventure, Science Fiction","Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro"
293167,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",en,118,['US'],185000000,566652812,03-08-17,"Action, Adventure, Fantasy","Legendary Pictures, Tencent Pictures"
295693,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",en,97,['US'],125000000,527965936,03-23-17,"Animation, Comedy, Family",DreamWorks Animation
374720,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",en,107,['US'],150000000,527000000,07-19-17,"War, Action, Drama","Warner Bros. Pictures, Syncopy, Dombey Street Productions"
281338,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",en,140,['US'],150000000,490719763,07-11-17,"Drama, Science Fiction, War","20th Century Fox, TSG Entertainment, Chernin Entertainment"
316029,The Greatest Showman,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",en,105,['US'],84000000,459066134,12-20-17,Drama,"Chernin Entertainment, 20th Century Fox, TSG Entertainment"
343668,Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",en,141,"['GB', 'US']",104000000,410902662,09-20-17,"Action, Adventure, Comedy, Crime","20th Century Fox, Marv, Cloudy Productions, TSG Entertainment"
282035,The Mummy,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",en,110,['US'],125000000,409231607,06-06-17,"Fantasy, Thriller, Action, Adventure, Horror","Secret Hideout, Universal Pictures, Conspiracy Factory, Sean Daniel Company"
260514,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",en,102,['US'],175000000,383925276,06-15-17,"Animation, Adventure, Comedy, Family",Pixar
341174,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",en,118,['US'],55000000,381545846,02-08-17,"Drama, Romance","Universal Pictures, Michael De Luca Productions, dentsu, Fuji Television Network, Perfect World Pictures"
392044,Murder on the Orient Express,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,en,114,['US'],55000000,352800000,11-03-17,"Mystery, Drama, Crime","The Mark Gordon Company, Genre Films, 20th Century Fox, Scott Free Productions"
47971,xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",en,107,['US'],85000000,346118277,01-13-17,"Action, Adventure, Crime","Rox Productions, Revolution Studios, Maple Cage Productions, Huahua Media, Roth-Kirschenbaum Films, Shanghai Film Group, One Race, Paramount Pictures"
479306,Never Say Die,"A boxer and a journalist accidentally exchange bodies after they are struck by current, embarking a series of adventures.",zh,100,['CN'],0,334530869,09-30-17,"Comedy, Fantasy","Fun Age Pictures, New Classics Media"
406997,Wonder,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",en,113,['US'],20000000,315025930,11-13-17,"Family, Drama","Lionsgate, Participant, Walden Media, Mandeville Films, TIK Films"
324849,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",en,104,"['DK', 'US']",80000000,311950384,02-08-17,"Animation, Action, Comedy, Family","Lin Pictures, Animal Logic, DC Entertainment, Lord Miller, Warner Bros. Pictures, LEGO, Warner Animation Group, RatPac Entertainment"
396422,Annabelle: Creation,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",en,110,['US'],15000000,306592201,08-03-17,Horror,"Atomic Monster, New Line Cinema, The Safran Company, RatPac Entertainment"
364689,Ferdinand,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",en,108,['US'],111000000,295038508,12-09-17,"Animation, Family, Adventure, Comedy","Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox"
346648,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",en,104,['GB'],40000000,290132513,11-09-17,"Adventure, Comedy, Family","StudioCanal, Heyday Films, Anton Capital Entertainment"
350312,Bāhubali 2: The Conclusion,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",te,166,['IN'],31000000,280700000,04-27-17,"Action, Adventure, Fantasy",Arka Media Works
381288,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",en,117,['US'],9000000,278454358,01-19-17,"Horror, Thriller","Blinding Edge Pictures, Blumhouse Productions"
335984,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",en,164,['US'],150000000,259239658,10-04-17,"Science Fiction, Drama","Alcon Entertainment, Columbia Pictures, Scott Free Productions, Bud Yorkin Productions, Torridon Films, 16:14 Entertainment"
419430,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",en,104,['US'],4500000,255407969,02-24-17,"Mystery, Thriller, Horror","Monkeypaw Productions, Blumhouse Productions, QC Entertainment"
383785,Kung Fu Yoga,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",zh,107,['CN'],65000000,254212245,01-27-17,"Comedy, Mystery, Family, Action, Adventure","Shinework Media, Taihe Entertainment, Top Entertainment, China Film Group Corporation, China Film International, Alkatraz Productions, India Film Services, Dexter Studios, Salon Films, Golden Network Asia, China Film Co-Production Corp., Ramman Production, Huaxia Film Distribution"
435800,Journey to the West: The Demons Strike Back,"Tang Monk brings three disciples on a journey to the West. On the outside, everything seems harmonious. However, tension is present beneath the surface, and their hearts and minds are not in agreement. After a series of demon-capturing events, the monk and his disciples gain mutual understanding of each others' hardships and unease. Finally, they resolve their inner conflict and work together to become an all-conquering, demon-exorcising team.",zh,109,['CN'],63900000,248805149,01-28-17,"Adventure, Fantasy, Action","Star Overseas, China Film Group Corporation, Huayi Brothers Pictures, Hehe Pictures, Dadi Film Group, Lian Ray Pictures, Wanda Pictures"
126889,Alien: Covenant,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",en,122,['US'],97000000,240891763,05-09-17,"Horror, Science Fiction, Thriller","20th Century Fox, Brandywine Productions, Scott Free Productions"
339403,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",en,113,['GB'],34000000,226945087,06-28-17,"Action, Crime","Big Talk Studios, Working Title Films, MRC"
339964,Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",en,137,"['FR', 'US']",177200000,225973340,07-19-17,"Adventure, Science Fiction, Action","Belga Films, River Road Entertainment, Grive Productions, EuropaCorp, UFA, Fundamental Films, Gulf Film, Novo Pictures, TF1 Films Production, Orange Studio, BNP Paribas Fortis"
457251,Youth,"A group of performing art troupe members each face their own trials and tribulations in Chengdu; from escaping a family scandal to dealing with unrequited love, each experiences rejection that shapes their lives.",zh,136,['CN'],0,224160000,12-15-17,"Drama, History, War","Huayi Brothers Pictures, Beijing Culture, iQIYI Pictures, August 1st Film Studio, Sparkle Roll Media"
274855,Geostorm,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",en,109,['US'],120000000,221600160,10-12-17,"Action, Science Fiction, Thriller","Twisted Media, Skydance Media, RatPac Entertainment, Electric Entertainment, Warner Bros. Pictures, October Pictures"
378236,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",en,86,['US'],50000000,216909830,07-23-17,"Animation, Family, Comedy","Columbia Pictures, Sony Pictures Animation, LStar Capital"
381289,A Dog's Purpose,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,en,100,['US'],22000000,205000000,01-19-17,"Adventure, Comedy, Fantasy, Family, Drama","Amblin Entertainment, Walden Media, Reliance Entertainment, Pariah"
137116,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",en,89,['US'],60000000,197183546,03-23-17,"Family, Comedy, Adventure, Animation","The Kerner Entertainment Company, Columbia Pictures, Sony Pictures Animation, LStar Capital, Wanda Pictures"
399055,The Shape of Water,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",en,123,"['MX', 'US']",19500000,195300000,12-01-17,"Drama, Fantasy, Romance","Double Dare You, Fox Searchlight Pictures, Bull Productions, TSG Entertainment"
353616,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",en,93,['US'],45000000,185400345,12-20-17,"Comedy, Music","Gold Circle Films, Brownstone Productions"
419680,Daddy's Home 2,Brad and Dusty must deal with their intrusive fathers during the holidays.,en,100,['US'],69000000,180613180,11-09-17,Comedy,"Red Granite Pictures, Gary Sanchez Productions, Paramount Pictures"
299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",en,149,['US'],300000000,2052415039,04-25-18,"Adventure, Action, Science Fiction",Marvel Studios
284054,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",en,135,['US'],200000000,1349926083,02-13-18,"Action, Adventure, Science Fiction",Marvel Studios
